iso3,country,vintage,forecast_year,gdp_growth,cpi,current_account,debt_gdp
AUT,Austria,1990-Apr,1991,2.5040069006409205,2.545879751532598,-0.3841512786200834,
AUT,Austria,1990-Oct,1991,2.937743365907064,2.7501644586525043,-0.208865820715432,
AUT,Austria,1991-Apr,1992,2.91411692477217,2.54446284508163,-0.2212886623659446,
AUT,Austria,1991-Oct,1992,3.089003656098277,4.441030708743976,-0.4350928342429871,
AUT,Austria,1992-Apr,1993,3.088998440200341,4.066429218946621,-0.5623807043913661,
AUT,Austria,1992-Oct,1993,3.0889905308661536,3.600000408071957,-0.5623807043913661,
AUT,Austria,1993-Apr,1994,1.799992991591215,2.2999971233939487,-0.8403436772200084,
AUT,Austria,1993-Oct,1994,1.2999847073114967,2.499994526033777,-0.8403436772200084,
AUT,Austria,1994-Apr,1995,2.399997883090621,2.300004541588208,0.2299680239376781,
AUT,Austria,1994-Oct,1995,2.940003181517792,2.499993351753238,-0.6250566520603353,
AUT,Austria,1995-Apr,1996,2.7999957972422163,2.700000344044206,-0.5178781774378854,
AUT,Austria,1995-Oct,1996,2.488584101962177,2.5000034013558325,-1.0689436482564425,
AUT,Austria,1996-Apr,1997,1.4170414851800484,1.899999312913048,-0.7844410657608054,
AUT,Austria,1996-Oct,1997,0.9825901012518568,1.8999983006523944,-0.8465932576620699,
AUT,Austria,1997-Apr,1998,2.7540032622822785,1.9000034400375787,-1.409919862473917,
AUT,Austria,1997-Oct,1998,2.697199149491114,1.5999953197199934,-1.356471913714944,
AUT,Austria,1998-Apr,1999,2.740666307688988,1.4999988184917434,-1.458655170628874,
AUT,Austria,1998-Oct,1999,2.613474232181767,1.300003760859347,-0.586505603889137,
AUT,Austria,1999-Apr,2000,2.522501459065829,1.2999986886627513,-1.3155862754087015,
AUT,Austria,1999-Oct,2000,2.522501459065829,0.9462676380851408,-1.5289251212290045,
AUT,Austria,2000-Apr,2001,3.279850085785485,1.0457418242028504,-1.0109113990255132,
AUT,Austria,2000-Oct,2001,2.910636202456307,2.064777679999064,-1.7953592908894185,
AUT,Austria,2001-Apr,2002,2.599999999999847,1.599999999999624,-2.2501063082965143,
AUT,Austria,2001-Oct,2002,2.59999999999998,1.9999999999998683,-2.551716512305825,
AUT,Austria,2002-Apr,2003,2.9000000000001247,1.5999999999998682,-1.4261240211120456,
AUT,Austria,2002-Oct,2003,2.2500000000000187,1.5999999999996684,-2.276323270349068,
AUT,Austria,2003-Apr,2004,2.38000000000016,1.3999999999996904,-1.055529141734181,
AUT,Austria,2003-Oct,2004,1.5496516400941296,1.1599900000010432,-0.1535528950207191,
AUT,Austria,2004-Apr,2005,2.408680434803512,1.3000000000005674,-0.4533361084524965,
AUT,Austria,2004-Oct,2005,2.404275819394286,1.560000000000228,-1.1148090942310338,
AUT,Austria,2005-Apr,2006,2.345395491339453,1.7599999999999394,-1.1297518615610749,61.0
AUT,Austria,2005-Oct,2006,2.172824451386424,1.7999999999997571,-0.3070895080492336,64.4
AUT,Austria,2006-Apr,2007,2.084155959453416,1.6999999999999016,0.9380648591089368,63.2
AUT,Austria,2006-Oct,2007,2.257040710520464,1.720177991276728,1.7369673271753798,62.7
AUT,Austria,2007-Apr,2008,2.421641427052057,1.7124042811722973,1.6475140718873744,59.5
AUT,Austria,2007-Oct,2008,2.485614359375532,1.894656758751512,3.664037208559405,59.4
AUT,Austria,2008-Apr,2009,1.6700746373479405,1.9207762321654664,2.903472283733755,57.8
AUT,Austria,2008-Oct,2009,0.7596235572215004,2.255409910027839,2.4184740283385797,62.4
AUT,Austria,2009-Apr,2010,0.1814646623101268,1.3000000000001457,1.3084967011547697,76.0
AUT,Austria,2009-Oct,2010,0.3034605991579786,1.0000000000000897,1.9696204627992195,74.2
AUT,Austria,2010-Apr,2011,1.7077577604523997,1.5000000000000346,1.66850672121704,73.5
AUT,Austria,2010-Oct,2011,1.6392848994248643,1.7400000000000082,2.39715166472944,72.352
AUT,Austria,2011-Apr,2012,2.259999999999996,2.0000000000000018,3.10905629991147,70.747
AUT,Austria,2011-Oct,2012,1.639999999999664,2.200000000000002,2.73606284278825,73.875
AUT,Austria,2012-Apr,2013,1.8282517988141624,1.8999999999999904,1.36824725217964,74.275
AUT,Austria,2012-Oct,2013,1.0578599323190607,1.8999999999999904,1.62874628517818,74.94
AUT,Austria,2013-Apr,2014,1.6460686218364051,1.8999999999999904,2.28662154784546,73.657
AUT,Austria,2013-Oct,2014,1.6382903094164014,1.8000000000000016,2.43582137919989,74.789
AUT,Austria,2014-Apr,2015,1.7457491455488583,1.6999999999996351,3.54173061396176,78.21
AUT,Austria,2014-Oct,2015,1.8550951210670965,1.700000000000168,3.19450064393165,78.616
AUT,Austria,2015-Apr,2016,1.5645304871537924,1.5000000000005675,1.82657621746254,87.387
AUT,Austria,2015-Oct,2016,1.58758411724631,1.6999999999997462,1.65341799192911,85.558
AUT,Austria,2016-Apr,2017,1.3780587457497884,1.7999999999998906,3.54253676830524,83.85
AUT,Austria,2016-Oct,2017,1.1800000000000033,1.5453812841744297,2.66003745865635,83.713
AUT,Austria,2017-Apr,2018,1.29999999999999,1.7805462899916913,2.24520067918236,78.321
AUT,Austria,2017-Oct,2018,1.849999999999996,1.8314131969743963,2.1512486521001,77.545
AUT,Austria,2018-Apr,2019,1.9500000000000075,2.200000000000024,1.97382776289505,71.966
AUT,Austria,2018-Oct,2019,2.1500000000000075,2.064888605057047,1.77842394074167,71.322
AUT,Austria,2019-Apr,2020,1.6999999999999904,1.9876384204413844,1.92142818016259,68.395
AUT,Austria,2019-Oct,2020,1.6999999999999904,1.8600405987299504,1.84204533995288,67.734
AUT,Austria,2020-Apr,2021,4.5097041201084265,1.6990107075477212,1.97925347587732,75.8218
AUT,Austria,2020-Oct,2021,4.645999999999884,1.7560826171995505,2.49794703794131,84.281
AUT,Austria,2021-Apr,2022,4.000000000000004,1.8123651867857584,2.47087324897859,85.743
AUT,Austria,2021-Oct,2022,4.499999999999993,2.4479765268901943,2.00017906897497,81.051
AUT,Austria,2022-Apr,2023,3.0000000000000693,2.210014289868512,0.759235971292537,76.621
AUT,Austria,2022-Oct,2023,1.0000000000000009,5.116808147284879,-2.07737147452983,77.25
AUT,Austria,2023-Apr,2024,1.0789458495122473,3.008822496753272,0.626283858878872,72.609
AUT,Austria,2023-Oct,2024,0.766557503417653,3.6982426072588392,0.029037424156455,73.999
AUT,Austria,2024-Apr,2025,1.5843210900383875,2.782799382336853,2.09751134421341,75.43
AUT,Austria,2024-Oct,2025,1.0554955026472743,2.4810803203399567,2.44083985186888,79.6
AUT,Austria,2025-Apr,2026,0.7753575792855516,1.6935776810922398,2.76817544443653,84.183
AUT,Austria,2025-Oct,2026,0.7635006693641255,2.328410888521315,2.15714139326163,
BEL,Belgium,1990-Apr,1991,2.836708223524065,2.249997647271096,2.1330260733720454,
BEL,Belgium,1990-Oct,1991,2.8705691266656785,2.704191050200966,1.876220519473284,
BEL,Belgium,1991-Apr,1992,2.9304648334947947,2.398106977690495,2.107230024252456,
BEL,Belgium,1991-Oct,1992,2.347734872323759,2.799998508159196,1.780287185708745,
BEL,Belgium,1992-Apr,1993,2.704417200545439,2.5000019435807763,2.008645259724375,
BEL,Belgium,1992-Oct,1993,2.704417200545439,2.5000019435807763,2.008645259724375,
BEL,Belgium,1993-Apr,1994,1.899998651164148,2.700002237424659,2.252483189317182,
BEL,Belgium,1993-Oct,1994,1.0000001686796045,2.900002394584233,2.026753029814924,
BEL,Belgium,1994-Apr,1995,2.532758017847714,2.5000046154556754,1.9757568093886468,
BEL,Belgium,1994-Oct,1995,2.39999795082142,2.500003768667325,4.333326164369419,
BEL,Belgium,1995-Apr,1996,2.8689906355092054,2.299995675528055,6.2761153995881696,
BEL,Belgium,1995-Oct,1996,2.500004544876866,2.0000021582273098,6.113906389802663,
BEL,Belgium,1996-Apr,1997,2.4999932256627,1.99999562733868,6.32271922568602,
BEL,Belgium,1996-Oct,1997,2.424999258928562,1.99999562733868,6.025298475274636,
BEL,Belgium,1997-Apr,1998,2.225003082134669,1.9999997404407832,5.253272012522192,
BEL,Belgium,1997-Oct,1998,2.5982021176419234,1.8999997263906776,5.713146113536611,
BEL,Belgium,1998-Apr,1999,2.767405777050836,1.8000029326230127,6.172228047436318,
BEL,Belgium,1998-Oct,1999,2.591432415661399,1.8000003342890205,5.982194976591363,
BEL,Belgium,1999-Apr,2000,2.220414412941385,1.399997369842643,5.375108977525246,
BEL,Belgium,1999-Oct,2000,2.4907650997677333,1.2000000000000677,4.5187227126565945,
BEL,Belgium,2000-Apr,2001,2.8660381660337686,1.3999999999994015,5.229491272644853,
BEL,Belgium,2000-Oct,2001,3.0141930291001096,1.3999999999997348,5.128096302521261,
BEL,Belgium,2001-Apr,2002,2.4191077684157625,1.3000000000009893,4.921951519766735,
BEL,Belgium,2001-Oct,2002,2.045554999999988,1.7000000000005675,5.229778392962257,
BEL,Belgium,2002-Apr,2003,3.1533571175088597,1.2378731462856285,5.134397587586714,
BEL,Belgium,2002-Oct,2003,2.2459685745540137,1.237873146285251,4.859528759165305,
BEL,Belgium,2003-Apr,2004,2.235708904207545,1.200000000000223,3.359800394965008,
BEL,Belgium,2003-Oct,2004,1.8970070508956385,1.400000000000623,4.37109028712948,
BEL,Belgium,2004-Apr,2005,2.434747958078032,1.399999999999646,4.503193199114647,
BEL,Belgium,2004-Oct,2005,2.2559797145023763,1.5999999999994907,4.6057545057962255,
BEL,Belgium,2005-Apr,2006,2.3130398475990965,2.0000000000006457,4.229861276225395,92.5
BEL,Belgium,2005-Oct,2006,1.9846684793135785,1.9000000000000568,3.952766417148808,91.6
BEL,Belgium,2006-Apr,2007,2.382599394367979,1.7999999999996683,4.777063850915384,85.6
BEL,Belgium,2006-Oct,2007,2.0837174098176314,1.9000000000003456,2.6615381534114992,86.3
BEL,Belgium,2007-Apr,2008,2.0150500624999124,1.8000000000002236,2.523329289282834,82.8
BEL,Belgium,2007-Oct,2008,1.9441156593206663,1.8000000000000904,2.5487125508693484,82.9
BEL,Belgium,2008-Apr,2009,1.1760696901987,1.90091823072156,2.808447164195164,81.1
BEL,Belgium,2008-Oct,2009,0.1737637756997756,2.833167013912896,-1.0703758057936072,88.6
BEL,Belgium,2009-Apr,2010,0.2863002526856562,1.043543417400361,-2.955971110245059,102.9
BEL,Belgium,2009-Oct,2010,0.0410844999529036,0.9953628245215508,-0.9407455337653308,101.7
BEL,Belgium,2010-Apr,2011,1.3358420773752044,1.532579902432207,-0.123719874490807,101.1
BEL,Belgium,2010-Oct,2011,1.7126850071474298,1.9098876039246315,1.76879674715079,103.1
BEL,Belgium,2011-Apr,2012,1.9485626151923172,2.2622866317782986,1.19561655195101,97.401
BEL,Belgium,2011-Oct,2012,1.5439494063030468,2.0492359419330475,0.8930945493653,94.276
BEL,Belgium,2012-Apr,2013,0.8268172050642786,1.866785288313788,0.388413517722906,98.542
BEL,Belgium,2012-Oct,2013,0.3395229099165453,1.9415934339526373,0.345386624900482,99.433
BEL,Belgium,2013-Apr,2014,1.2342850138638672,1.3588581662431265,0.195039428243208,99.818
BEL,Belgium,2013-Oct,2014,1.0437265134077611,1.2215359003165949,-0.278916178649724,101.238
BEL,Belgium,2014-Apr,2015,1.2129995830195028,1.1157071010486683,-0.988119903773238,99.569
BEL,Belgium,2014-Oct,2015,1.4009556382431176,0.9559324087783816,-0.985317804125664,101.725
BEL,Belgium,2015-Apr,2016,1.5039409798465853,0.9188546405475728,2.42127792722105,106.175
BEL,Belgium,2015-Oct,2016,1.4513368538473514,1.0869266666234667,2.09626184509967,106.171
BEL,Belgium,2016-Apr,2017,1.3878816452111975,1.1115941940631258,0.139785483264925,106.516
BEL,Belgium,2016-Oct,2017,1.3673248844201291,1.6149231280683685,0.39821552656787,105.031
BEL,Belgium,2017-Apr,2018,1.5049999856330487,1.7178574447385353,1.0478106169069,103.267
BEL,Belgium,2017-Oct,2018,1.637369906530517,1.4518694865904846,0.0009606118159571,102.852
BEL,Belgium,2018-Apr,2019,1.6860745677769406,1.7818276000943545,0.239918207050692,99.075
BEL,Belgium,2018-Oct,2019,1.5388720796663646,1.7891766130305076,-0.0567166805944017,99.867
BEL,Belgium,2019-Apr,2020,1.389809396334174,1.604303090318715,0.49794910162126,98.054
BEL,Belgium,2019-Oct,2020,1.3001869670728805,1.2537144751028515,-0.838889536622597,99.8
BEL,Belgium,2020-Apr,2021,4.563925493866416,1.089565697387651,-1.07838437009581,110.0185 
BEL,Belgium,2020-Oct,2021,5.351760481291135,1.2447650663135468,-0.82452853802032,117.068
BEL,Belgium,2021-Apr,2022,3.090804141387116,1.9093880751452683,-1.50993288718506,116.234
BEL,Belgium,2021-Oct,2022,3.1072785677763504,2.23096181105722,-0.616206878013163,112.853
BEL,Belgium,2022-Apr,2023,1.3556303699767458,1.3393398730763728,0.926785456751696,108.909
BEL,Belgium,2022-Oct,2023,0.3806304570993735,4.91409340889013,-0.872548492731245,105.057
BEL,Belgium,2023-Apr,2024,1.1169370622386543,2.136472833990277,-1.42602097043942,108.264
BEL,Belgium,2023-Oct,2024,0.8520322870299024,4.319404548524908,-1.94247899829732,106.766
BEL,Belgium,2024-Apr,2025,1.193675032739261,1.9926233736879293,-0.372346527558017,107.087
BEL,Belgium,2024-Oct,2025,1.1712467085041922,2.0847793509215284,-0.0292482324379188,107.083
BEL,Belgium,2025-Apr,2026,0.9686272500768922,2.1226228841641603,-1.3043673740196,109.952
BEL,Belgium,2025-Oct,2026,0.9795238701547416,1.2664435528188855,-0.928385134166934,
DEU,Germany,1990-Apr,1991,2.68618005557959,3.0069438252321,4.470383288858084,
DEU,Germany,1990-Oct,1991,3.297073187861921,3.695592599229225,2.336329700905785,
DEU,Germany,1991-Apr,1992,1.9278532781635829,3.161127132778208,1.332876060422305,
DEU,Germany,1991-Oct,1992,2.009992902378488,3.500003375263394,0.6092787713892389,
DEU,Germany,1992-Apr,1993,2.979768957696627,3.700002123756185,-0.4955212399167736,
DEU,Germany,1992-Oct,1993,2.595505702874723,4.203241471615904,-0.4031565975373705,
DEU,Germany,1993-Apr,1994,1.660728865137684,2.4908442320396684,-1.2496574375720246,
DEU,Germany,1993-Oct,1994,1.2400423327625587,2.910230642343392,-1.5175739678371567,
DEU,Germany,1994-Apr,1995,2.148583391916681,2.206778902117512,-0.5315468565725581,
DEU,Germany,1994-Oct,1995,2.750531676217172,2.160480087215766,-0.6333462699373773,
DEU,Germany,1995-Apr,1996,3.275503791702583,1.9999901416679624,-1.2944687663081214,
DEU,Germany,1995-Oct,1996,2.9000005860645217,1.748633788748788,-1.0762107127135263,
DEU,Germany,1996-Apr,1997,2.937232704935844,1.4999931993900484,-0.457091377479278,
DEU,Germany,1996-Oct,1997,2.375048059128781,1.7030611561394515,-0.7028333111780973,
DEU,Germany,1997-Apr,1998,3.0370715994183506,1.9898457619027976,-0.3664529412039446,
DEU,Germany,1997-Oct,1998,2.8220814655541826,2.3227267263622897,0.0419154481271995,
DEU,Germany,1998-Apr,1999,2.806056488416253,1.73417618983418,0.061436718510386,
DEU,Germany,1998-Oct,1999,2.458081225240916,1.3593907674613217,0.3636532054818003,
DEU,Germany,1999-Apr,2000,2.8341455513270164,1.0496575264296482,0.0199445916680834,
DEU,Germany,1999-Oct,2000,2.5352313672797333,0.8496960512228924,0.2492513557755966,
DEU,Germany,2000-Apr,2001,3.2625155213617862,1.272558744842045,0.6736668707610582,
DEU,Germany,2000-Oct,2001,3.286417417054399,1.500000000000257,-0.0010804771671624,
DEU,Germany,2001-Apr,2002,2.5853808022501923,1.2999999999997458,-0.9533257126543504,
DEU,Germany,2001-Oct,2002,1.756737289964505,1.3272732881796978,-0.4867890736530256,
DEU,Germany,2002-Apr,2003,2.7393339794023808,1.205410808099927,0.6302043440732306,
DEU,Germany,2002-Oct,2003,2.000531352039703,1.1251668265489734,2.123158123525608,
DEU,Germany,2003-Apr,2004,1.902002395276936,0.6815274020885331,2.63242767040572,
DEU,Germany,2003-Oct,2004,1.5292205081026244,0.576246504392719,2.1059963519072227,
DEU,Germany,2004-Apr,2005,1.9117271696835303,0.8525782139432003,2.6692237880054805,
DEU,Germany,2004-Oct,2005,1.7906650072194052,1.320271017827701,4.751683662790318,
DEU,Germany,2005-Apr,2006,1.948185429543492,1.1544312004577284,3.424169461984949,68.7
DEU,Germany,2005-Oct,2006,1.2388094513628989,1.7118781214134904,4.401713037971873,69.2
DEU,Germany,2006-Apr,2007,1.0042867811272949,2.5000000000008797,4.310025396371346,69.3
DEU,Germany,2006-Oct,2007,1.2991693794956127,2.6139914014161825,3.974114832298821,66.8
DEU,Germany,2007-Apr,2008,1.8808982431743224,1.6400498338616565,5.172843682638098,64.0
DEU,Germany,2007-Oct,2008,1.972443166613336,1.7725858456931087,5.099735868218809,62.8
DEU,Germany,2008-Apr,2009,1.036772457289703,1.59404188758554,4.911047986366703,62.6
DEU,Germany,2008-Oct,2009,-0.00219174828463,1.373823808082042,6.821610795385453,65.8
DEU,Germany,2009-Apr,2010,-0.9997693201814206,-0.4123910813440878,2.423973728039163,81.1
DEU,Germany,2009-Oct,2010,0.3358336461316558,0.1828601870436763,3.613010866025481,79.1
DEU,Germany,2010-Apr,2011,1.7475021290510373,1.0454583624725178,5.59689845530549,81.3
DEU,Germany,2010-Oct,2011,2.021566732021496,1.3585873639237356,5.82984615223359,76.518
DEU,Germany,2011-Apr,2012,2.091617491874498,1.5268493536319871,4.55840180441034,79.435
DEU,Germany,2011-Oct,2012,1.273122847580277,1.300000320979633,4.91963900399628,81.896
DEU,Germany,2012-Apr,2013,1.4728130751795243,1.75020689610641,4.87469039112342,77.448
DEU,Germany,2012-Oct,2013,0.8521789817282244,1.860351613335398,4.678570370839,81.542
DEU,Germany,2013-Apr,2014,1.4545717473953168,1.700039082776339,5.67307588046909,78.302
DEU,Germany,2013-Oct,2014,1.3996574792642047,1.7887865602340014,5.72065724258413,78.128
DEU,Germany,2014-Apr,2015,1.5593237370177926,1.3573474410619957,7.10206532857592,70.761
DEU,Germany,2014-Oct,2015,1.451329946020219,1.247260074620837,5.84291470713666,72.54
DEU,Germany,2015-Apr,2016,1.665020955248675,1.3212159201083873,7.87972909539527,66.626
DEU,Germany,2015-Oct,2016,1.573022575683125,1.1551750181866494,8.00194107570149,68.222
DEU,Germany,2016-Apr,2017,1.6233252697073652,1.4387794797937614,7.98963934837727,65.878
DEU,Germany,2016-Oct,2017,1.4250939532707063,1.5390401656805386,8.06113049112487,65.948
DEU,Germany,2017-Apr,2018,1.5323509096390795,1.6749933621351687,7.97136811193842,61.951
DEU,Germany,2017-Oct,2018,1.843450874900343,1.5243298116945914,7.73429558000655,61.816
DEU,Germany,2018-Apr,2019,2.011020176063316,1.6665303398347042,8.24351844856146,55.746
DEU,Germany,2018-Oct,2019,1.85823354197594,1.7775590029811106,7.85945234025726,55.97
DEU,Germany,2019-Apr,2020,1.4400140468989298,1.6731209534221136,6.78360987479796,53.819
DEU,Germany,2019-Oct,2020,1.2472783359905204,1.6663305254555285,6.55312157883728,55.704
DEU,Germany,2020-Apr,2021,5.150657615365617,1.1834330155011674,6.66223997465655,71.8355
DEU,Germany,2020-Oct,2021,4.184412429296991,1.079021269988223,6.828920583671,72.206
DEU,Germany,2021-Apr,2022,3.424315413146628,1.098763514065415,6.98015902627772,67.284
DEU,Germany,2021-Oct,2022,4.560425075661789,1.507635908089444,6.94901402659738,69.812
DEU,Germany,2022-Apr,2023,2.721282550236981,2.8995872295684237,6.86665711422124,67.715
DEU,Germany,2022-Oct,2023,-0.2937392566233043,7.186937330035015,5.25654703778809,68.322
DEU,Germany,2023-Apr,2024,1.0976068817203588,3.0770928997696734,5.12635251323931,66.473
DEU,Germany,2023-Oct,2024,0.9148639342728472,3.5320079346024214,6.57561077061513,64.035
DEU,Germany,2024-Apr,2025,1.3261725417484491,2.01934915638049,6.89539999791454,62.301
DEU,Germany,2024-Oct,2025,0.7858679081072184,2.0280520595468365,6.36862581950566,62.098
DEU,Germany,2025-Apr,2026,0.9217481861319764,1.9464134355461349,4.97151613760658,66.976
DEU,Germany,2025-Oct,2026,0.9443441155851496,1.7560491850438398,5.09240134592946,
ESP,Spain,1990-Apr,1991,4.181981297924975,4.4972870100423945,-4.149385155896058,
ESP,Spain,1990-Oct,1991,3.298409359839627,6.7121645239772265,-4.276251108365695,
ESP,Spain,1991-Apr,1992,2.697968467645251,5.500001890096029,-3.658098361483255,
ESP,Spain,1991-Oct,1992,2.663764581477457,6.586248053794974,-3.5937300590854573,
ESP,Spain,1992-Apr,1993,3.461980898826722,4.547200670599638,-3.668570289827256,
ESP,Spain,1992-Oct,1993,2.059902709192873,4.859545154651346,-1.9563746138170808,
ESP,Spain,1993-Apr,1994,2.083783757353985,3.634779312389624,-2.041079809225827,
ESP,Spain,1993-Oct,1994,1.58165441966982,4.079560006338912,-1.4324495516582252,
ESP,Spain,1994-Apr,1995,3.0242725606697274,3.1362172030519497,-0.671584484294972,
ESP,Spain,1994-Oct,1995,2.974191612383104,3.228296427142907,-0.143301620457629,
ESP,Spain,1995-Apr,1996,2.97416769302139,3.4999975844523856,-0.6408449863986247,
ESP,Spain,1995-Oct,1996,3.1639807841730816,3.700001030762823,-0.1874776013680756,
ESP,Spain,1996-Apr,1997,2.8927743105713333,3.1500072673445567,0.2380329161310912,
ESP,Spain,1996-Oct,1997,2.8739370051338757,3.1000097525718084,0.5325743134809128,
ESP,Spain,1997-Apr,1998,3.373254216567778,2.2654303053250446,0.5498950920529014,
ESP,Spain,1997-Oct,1998,3.419904688380404,2.165218071808161,0.5256796202115654,
ESP,Spain,1998-Apr,1999,3.652740625855766,2.3000030236143054,-0.2393709175916223,
ESP,Spain,1998-Oct,1999,3.551287468718578,2.35031940094077,-0.1940704555853974,
ESP,Spain,1999-Apr,2000,3.488076137587437,2.0502354440305126,-0.8235689173510108,
ESP,Spain,1999-Oct,2000,3.465755854682984,2.0502585579855515,-0.7429778708806605,
ESP,Spain,2000-Apr,2001,3.3978308000973234,2.2000037780676607,-1.7208797939714695,
ESP,Spain,2000-Oct,2001,3.502091616367053,2.400007775618373,-1.8773152521806424,
ESP,Spain,2001-Apr,2002,3.1613197717980546,2.300005388129556,-3.0383506051816,
ESP,Spain,2001-Oct,2002,2.8397654153261342,2.5479765253551667,-2.103657930335077,
ESP,Spain,2002-Apr,2003,3.1838545867369783,2.2999989069914406,-1.5601543392267154,
ESP,Spain,2002-Oct,2003,2.6895057600795136,2.39949793496661,-1.7969094667509986,
ESP,Spain,2003-Apr,2004,3.0539970666439764,2.761343529937288,-1.8081401164223303,
ESP,Spain,2003-Oct,2004,2.764781187556631,2.724675401934329,-2.6671358051558083,
ESP,Spain,2004-Apr,2005,3.3375006634943416,2.700000000000413,-2.8920983256215087,
ESP,Spain,2004-Oct,2005,2.911791570827193,2.7496433903635875,-3.578127427782096,
ESP,Spain,2005-Apr,2006,2.955677674515389,2.7489181951441344,-5.354933963528284,43.5
ESP,Spain,2005-Oct,2006,3.023490228371095,2.999107033699744,-6.875078652827122,41.1
ESP,Spain,2006-Apr,2007,3.187187664260782,3.0700169711557423,-8.476660477821962,38.3
ESP,Spain,2006-Oct,2007,2.95399055671024,3.396888099164874,-8.683616976388906,37.0
ESP,Spain,2007-Apr,2008,3.382753978523745,2.7314706201317485,-9.792381559339452,32.4
ESP,Spain,2007-Oct,2008,2.745266431624916,2.760574796852122,-10.154699214325213,32.9
ESP,Spain,2008-Apr,2009,1.659607410183073,3.0349605391201573,-10.311997837613095,34.1
ESP,Spain,2008-Oct,2009,-0.2488155025533012,2.5942181683444865,-7.73190726161303,41.3
ESP,Spain,2009-Apr,2010,-0.7142737179564596,0.862626216821516,-4.416336395278899,60.9
ESP,Spain,2009-Oct,2010,-0.7432045660827225,0.8625182868263082,-4.673580007714939,60.1
ESP,Spain,2010-Apr,2011,0.9017091912006504,0.9888648763641816,-5.09351566795502,69.0
ESP,Spain,2010-Oct,2011,0.7331406725135103,1.1389074219736228,-4.75049413524027,70.224
ESP,Spain,2011-Apr,2012,1.6132652278811,1.532684522048955,-4.54659928311787,67.069
ESP,Spain,2011-Oct,2012,1.1229530218886286,1.4632068449045077,-3.14485411533424,70.151
ESP,Spain,2012-Apr,2013,0.1246827785011506,1.5607177480158052,-1.7210527817373,84.027
ESP,Spain,2012-Oct,2013,-1.3155669850499765,2.426222810669909,-0.148348446169477,96.934
ESP,Spain,2013-Apr,2014,0.7384113199268239,1.503558197954025,2.1678601403422,97.564
ESP,Spain,2013-Oct,2014,0.1705790334327384,1.4563731136637117,2.64943727288804,99.06
ESP,Spain,2014-Apr,2015,0.9621002248123568,0.8379306953530063,1.37448379981396,101.954
ESP,Spain,2014-Oct,2015,1.687425632441264,0.6357181161296799,0.366311201809404,101.101
ESP,Spain,2015-Apr,2016,2.047014232107225,0.6804781474732735,0.377468710883801,100.056
ESP,Spain,2015-Oct,2016,2.5419725658989867,0.9068224459692908,1.09765983252241,98.813
ESP,Spain,2016-Apr,2017,2.258443114238906,1.045159618153324,1.99768589340418,98.473
ESP,Spain,2016-Oct,2017,2.170265413215433,1.0209975085240686,1.7284951016517,100.222
ESP,Spain,2017-Apr,2018,2.0697027794311484,1.425564965579551,1.58251725689815,97.857
ESP,Spain,2017-Oct,2018,2.5086363243433274,1.4680146737045208,1.99043723382556,97.222
ESP,Spain,2018-Apr,2019,2.188377364682337,1.5929419714560966,1.65669928112201,95.118
ESP,Spain,2018-Oct,2019,2.202023913772,1.778609256907604,1.17225856802508,95.788
ESP,Spain,2019-Apr,2020,1.875497693385864,1.6249000422913662,0.831960834915376,94.939
ESP,Spain,2019-Oct,2020,1.846940117998108,1.0490754300829463,1.04139974224749,95.208
ESP,Spain,2020-Apr,2021,4.276084362393728,0.6544864590384503,2.38959420206697,113.6653
ESP,Spain,2020-Oct,2021,7.154170941300975,0.7901430189244163,0.926716636569472,121.31
ESP,Spain,2021-Apr,2022,4.70061024917463,1.280171399460461,1.93469371156327,117.323
ESP,Spain,2021-Oct,2022,6.385050050630103,1.645576982515662,1.41417864946776,116.443
ESP,Spain,2022-Apr,2023,3.3150066497878994,1.2800154656958052,0.431962164636372,115.882
ESP,Spain,2022-Oct,2023,1.2113375739180476,4.853352862293492,-0.247665148842713,112.149
ESP,Spain,2023-Apr,2024,1.969314748398188,3.152285743967065,0.814793200088797,108.335
ESP,Spain,2023-Oct,2024,1.6601307834420045,3.928782999750946,2.01054745859573,104.709
ESP,Spain,2024-Apr,2025,2.0818038877932654,2.360650635670658,2.35363251397921,104.949
ESP,Spain,2024-Oct,2025,2.132587163637134,1.8924891506595376,3.21394416448737,100.7
ESP,Spain,2025-Apr,2026,1.817150009285884,1.9578724667985936,2.22918879876925,99.017
ESP,Spain,2025-Oct,2026,1.957545941318584,2.0235859348509244,2.63830244912574,
FIN,Finland,1990-Apr,1991,1.099997462812663,5.100000736671406,-4.172143218212399,
FIN,Finland,1990-Oct,1991,0.8762656250251633,4.708171259689431,-4.415383565430359,
FIN,Finland,1991-Apr,1992,1.4594043760827846,3.896628944238123,-3.7750971539680895,
FIN,Finland,1991-Oct,1992,0.7841087172351768,2.3413944459391045,-3.802429891535285,
FIN,Finland,1992-Apr,1993,2.515555377571488,2.952029520295208,-3.577307055383975,
FIN,Finland,1992-Oct,1993,2.849389416553594,3.501085032296669,-1.4311267364989873,
FIN,Finland,1993-Apr,1994,2.512701717595656,4.482170447443479,-1.2431993967349806,
FIN,Finland,1993-Oct,1994,1.5020166106589627,4.099524699511581,-1.2784663472394402,
FIN,Finland,1994-Apr,1995,3.7848623783339086,3.499998306157992,3.060407197203367,
FIN,Finland,1994-Oct,1995,5.200006700141002,2.507289856562433,2.314207191444495,
