date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,MS_actual,MS_fitted,MS_tilde,MS_tilde_se,MS_tilde_lo,MS_tilde_hi,non_fundamental_component,Rsq,AdjRsq
2022-03-01,6.679206209984276,0.3337235147111194,1.9137144796841248,-0.10620560589705755,-0.9454913786639962,9.69013493437801e-4,33.826487333981426,-10.001620217049235,0.004937974341531382,0.002615145768790412,-0.10938557300821218,0.0017341478604460186,-0.005091417109343781,-4.2962894653290436e-5,8.455227835704344,0.564697909903482,0.7118692773576077,0.715807948612089,0.6745384440149591,0.21033390270955632,0.25387063859584647,1.0952062494340717,0.04126950459712986,0.9358811056423898,0.9140223916568408
2022-04-01,5.7758648306251414,0.34132228143317916,1.4200691113812993,-0.09463597231832539,-0.8212445591342584,5.138814369605004e-4,39.365599408809196,-10.86461716182023,9.776969512963146e-4,0.04534188306399366,-0.17667330229519318,0.004417198735985536,0.0027578812115696067,5.340648125824782e-6,7.849969160258309,0.6409198170218762,0.6701379935882956,0.7223247095679429,1.179940617395694,0.1767098228677051,0.8265209716602837,1.533360263131104,-0.45761590782775097,0.9332567735347924,0.910503400876199
2022-05-01,5.8018657728955105,0.33319320693520826,1.4504851465918593,-0.09609402954996978,-0.8100140530743438,3.909869521032777e-4,38.93621605471904,-11.609744825530397,0.0015011343847366296,0.04367409971626236,-0.16605051654014072,0.00412428321213708,0.0035534692421163795,-2.9248365613332777e-6,7.817465915253759,0.5965330237443335,0.7933513128408424,0.7323167240266782,1.0569339411197936,0.16440427200379676,0.7281253971122,1.3857424851273872,-0.3246172170931153,0.92726023932532875,0.9024625936407817
2022-06-01,5.765660814023389,0.32796979520839215,1.408943798567195,-0.09484956586475886,-0.7996534114123636,2.946896031132899e-4,37.997468085330226,-11.210800829337327,0.0014836101406348744,0.03853099913842653,-0.15753136714846838,0.003897484378469574,0.003132253244094445,5.908986053827661e-6,7.741486313201377,0.5933174700417688,0.7522201573772332,0.7846850670351486,0.939909604712895,0.16106256471002744,0.6177844752928401,1.2620347341329499,-0.15522453767774635,0.9216801074945,0.8949801441403523
2022-07-01,5.733743323579959,0.30077850556997543,1.4092755298338988,-0.09008735839870181,-0.775556363259971,1.0798174176016384e-5,31.28284819052236,-9.719957629156955,0.0019564046177248237,0.03286017620299784,-0.14793298706782504,0.004416184854348949,0.005907610509953188,2.7641130039922226e-6,6.819029031511213,0.6691804579408397,0.7412538984848588,0.8211076280399593,0.8707898720097633,0.18455875186978984,0.5016723682701836,1.239907375749343,-0.04968224396980403,0.9160033866008304,0.8873681774874771
2022-08-01,5.635818632330778,0.315301388835767,1.3607271986681042,-0.09107468944519319,-0.7509144051316927,6.864752633956387e-5,32.37501507517423,-7.667487969900321,0.001590246253818414,0.02802756823041952,-0.14349427204995682,0.004119667117378834,0.006842338881255318,-3.773646039477542e-6,6.983793912482189,0.49202439817230015,0.77810137113308675,0.7985888247744799,0.7993167681112352,0.15832819937241738,0.48266036936640044,1.11597316685607,-7.27943336755299e-4,0.9166978665857561,0.8882994120127184
2022-09-01,5.671808126234612,0.319423751931011,1.3342918505669303,-0.08664576221397648,-0.7587169252577773,3.141318823091439e-4,25.88411686396884,0.2272686927858815,0.0024423766858629992,0.049893966179492565,-0.1610031846628511,0.005450785584014094,0.0016866767069795075,1.8982598616611286e-5,4.936466354574945,0.1645172495802284,0.8141825012251097,0.7312809714116147,0.7582467495761627,0.16523965275168317,0.4277674440727963,1.088726055079529,-0.026965778164547927,0.9190131557603763,0.8914040043150501
2022-10-01,5.738945875724696,0.3371755179505445,1.3185033746382155,-0.08867419454712214,-0.777936218568628,3.2271287966768446e-4,28.660015991895847,0.25785409286425415,0.0022686556419477767,0.06198698268630544,-0.17549061097767593,0.0061534493831527,-0.00792290458527566,3.62952219739422e-5,4.7496126035062085,0.11329469818529933,0.8230091822170013,0.8597540307020368,1.7301707987225248,0.21842815958968334,1.2933144795431581,2.1670271179018914,-0.870416768020488,0.9230416983708721,0.8968059137245785
2022-11-01,4.965976202606783,0.2689079903585178,0.4322909914773451,-0.07018482145304301,-0.5306923429892337,-1.671814642139117e-4,7.61464358541268,22.765016708653384,0.007480639121897896,0.09094173315911618,-0.09913601756432713,0.0064882893432740615,0.0029516803159474986,6.144355217987062e-5,-1.9394702723526949,-1.6216554820208928,0.7459170497661667,0.9981356114560758,0.8159175514737473,0.17477589385707012,0.4663657637596071,1.1654693391878876,0.18221805998232843,0.8728657841346161,0.829524574180508
2022-12-01,4.9117756879759815,0.2976648002045713,0.22835505937885786,-0.06458759456508939,-0.5015575546219779,9.962398177368566e-5,0.03887436726936538,28.698681011764766,0.0068356815445262025,0.07450040044921585,-0.07009112346749466,0.006098162900428352,0.005492968673386901,5.27128431835783e-5,-3.0764605138502166,-1.8324111508193515,0.7116169981660111,0.8953566001108464,0.7022999475590659,0.1570436082369158,0.3882127310852343,1.0163871640328974,0.1930566525517805,0.8536257738319819,0.8037254694565212
2023-01-01,4.525013647330315,0.39207980873057596,0.08025423316000994,-0.0579104355955243,-0.4231549172742431,4.5135676308318733e-4,-3.4044257509967255,25.544012945840077,-0.0012134255160314168,0.0025255326664484225,-0.03026541264293462,1.5575104185110814e-4,0.05480784281917207,-1.9084871504929836e-5,3.8294805718022884,-2.2168767892564456,0.6743049649565485,0.7686690885260845,0.7974178266837129,0.13775557334266897,0.5219066799983749,1.0729289733690508,-0.02874873815762835,0.8782580164706336,0.8367550675401678
2023-02-01,4.726047013675082,0.4102876812370602,0.059199597088842086,-0.05159153073758701,-0.4651914697113415,5.731091035203404e-4,-12.750358655728153,23.562367281964683,2.3226802748320242e-4,-0.01524751540223386,-0.01348607138454491,-1.1948209137979085e-4,0.0508924253452524,-1.7310142458060212e-5,3.8507961897119474,-1.880547091956235,0.6023000832582549,0.739584635468879,0.7623222114217953,0.14319527339224553,0.4759316646373043,1.0487127582062863,-0.022737575952916367,0.8720381543741322,0.8284147979107682
2023-03-01,5.390843459719091,0.346035891594579,0.15169721897017072,-0.02875185687019885,-0.6026573038075153,5.776622142187261e-4,-42.42243765855118,28.906529000407364,0.0019471042951276587,-0.0018926750375873721,-0.0176948722689006,0.0016140074661997223,0.040946175803637866,2.3905551979393896e-5,0.8796087714252756,-1.542138528583213,0.5901817146889115,0.6971207705656935,0.6534531491131874,0.13794110994973147,0.3775709292137245,0.9293353690126503,0.043667621452506133,0.8837652562340421,0.8441397754047383
2023-04-01,5.514379459759795,0.17175799626799432,0.21777573652447588,-0.022898574331933638,-0.5957800962573794,4.0692664933795445e-4,-50.04611668752908,24.902519474405377,0.0029307490526424844,0.015290570286807754,-0.021941088754656023,8.516964975764283e-4,0.04395814785332519,3.156186972257416e-5,0.9581768351702004,-1.334568131556906,0.5881438746292291,0.718555170185549,0.6892905843035466,0.11907414588366176,0.45114229253622307,0.9274388760708702,0.029264585882002425,0.8786717339461191,0.8373098250641142
2023-05-01,5.5323051609289235,0.0882002246046053,0.24892845229105012,-0.020302948714877693,-0.590566761437156,3.169274232289271e-4,-52.75595191280681,24.070892346384007,0.003727408992314313,0.026835755618859845,-0.025774191753372963,9.15638035349813e-4,0.044395487021143924,3.826234276654646e-5,0.4160551995763988,-1.2556873005499694,0.5635018531958847,0.6872963029699518,0.6500901424321004,0.1169972630983829,0.4160956162353346,0.8840846686288661,0.03720616053785142,0.8709105706970957,0.8269028107074692
2023-06-01,5.473596881381081,0.06102864090857693,0.2622976901398082,-0.02374632946968434,-0.5986490407344417,8.49001863969025e-5,-46.84348746593401,20.04682315948966,0.007208999705456703,0.044644538737280526,-0.029323685744677874,7.511145878480539e-4,0.03875168770496298,4.646813140684526e-5,0.631290582299046,-1.1914920654260308,0.4721225386548072,0.571449951096642,0.5555696441453399,0.11551050687555188,0.3245486303942362,0.7865906578964437,0.015880306951302048,0.8635156375241607,0.8169868775892155
2023-07-01,5.461067484240088,0.053299855584071694,0.2796905773895351,-0.02271027997592823,-0.601439738790546,-4.572100394462899e-5,-47.804830414026384,18.776817832949305,0.008505538350357052,0.04788659730798346,-0.031566354913077174,3.7010201611891455e-4,0.039819603327800546,5.578346742598531e-5,1.2930137791109781,-1.2003023618389885,0.4759734620141192,0.5684785091412166,0.5214421902896955,0.11993825301639789,0.28156568425689976,0.7613186963224913,0.04703631885152104,0.8571546521778646,0.8084573745112275
2023-08-01,5.483656382469238,0.022405465383769706,0.3239383066566711,-0.01778894457599095,-0.6073002838190977,-2.792397842913411e-4,-53.473249808380125,18.9415019418393,0.00964039688968898,0.05031529201899827,-0.0308374578725061,0.0012912910666633786,0.03539002264949728,8.49377865884297e-5,0.0979318960456181,-1.017240653916333,0.4658775880089824,0.6175054392908568,0.4782651661663664,0.13513956608580224,0.2079860339947619,0.7485442983379709,0.1392402731244904,0.8411049082174435,0.7869361269279357
2023-09-01,5.453944711794086,0.030724285479643048,0.34399766959820294,-0.016539079003734185,-0.6088457314486584,-4.775153614283525e-4,-54.60507603627102,17.70121517873471,0.010877819882234132,0.05096628256955803,-0.033462261863462184,0.0011285908402800004,0.0367835573040329,1.0525720305795012e-4,0.7273096551218077,-1.0098858176001373,0.5157748344652832,0.6027968428199417,0.4760941710194446,0.14743448784255783,0.18122519533432896,0.7709631467045603,0.1267026718004971,0.8288172990198519,0.7704595600493469
2023-10-01,5.188164949788342,0.0393268428425688,0.330146814277217,-0.01597513983427598,-0.5674772595272131,-5.522050466809816e-4,-52.81711794620174,14.71989455456832,0.011143756140898412,0.04654732808711172,-0.03185291562432784,0.001340562960178614,0.04036156043956653,1.0468689520343321e-4,0.8778887037845708,-0.8052850609814317,0.5756833496930249,0.631455589984713,0.3942984481289029,0.1481284754498892,0.09804149722912453,0.6905553990286812,0.23715714185581005,0.8127993604826103,0.7489809606471365
2023-11-01,4.88266684209236,0.056140175225439945,0.31747843622124094,-0.015592597528266092,-0.5154726089289173,-5.464609992701519e-4,-51.25062383684388,12.001717236815196,0.010850459399055316,0.021936968219705116,-0.021060613126089228,-1.889968686629116e-5,0.04892742805915715,1.0712742933344783e-4,2.729075034149752,-0.7110937971459651,0.49790946454690505,0.5789410487477978,0.4097299962311194,0.13636421480533567,0.13700156662044805,0.6824584258417907,0.16921105251667845,0.7941565981579832,0.7239827111663866
2023-12-01,3.5560837936017036,0.01744928569630869,0.23992374249310297,-0.019469909847959245,-0.2604541094127993,-6.536503319642336e-4,-37.162918388226565,5.220783681910411,0.008804216092170407,0.0028309768981623178,-0.023476876858408893,-9.730935025704789e-4,0.08392753944562872,7.962672703951954e-5,4.838807730715291,-0.5604328824460278,0.476622321850823,0.51840408248232,0.4292411141528354,0.13622551133697164,0.1567900914788921,0.7016921368267787,0.08916296832948456,0.7902782140168176,0.71878215061346
2024-01-01,2.764767536317596,-0.006435931084752191,0.19648199511215167,-0.022720094193681862,-0.11626046882371503,-7.826325382456986e-4,-27.53567549042893,-2.2169245284214543,0.00938796403930155,-0.011877917134926242,-0.013575762095442798,-8.031735874987065e-4,0.08766919209213027,8.434298166015322e-5,4.8824679961742685,-0.023177617670539514,0.4370666467027883,0.529133728887233,0.4173515973774786,0.13921161611710894,0.13892836514326073,0.6957748296116966,0.11178213150975436,0.7793114596248372,0.7040767299514862
2024-02-01,2.699900472724527,3.3018644227642046e-4,0.18603091995952964,-0.02306844120008737,-0.10645260818754547,-7.139344252447483e-4,-27.41412720775093,-5.277329869259344,0.010732919158789399,-0.019857578138967803,-0.008485793025040756,-0.0013469797509783135,0.08591545597554527,7.438358865582308e-5,5.673082212946465,0.14625579503779865,0.4137452572321588,0.5034189692460226,0.39786111141064273,0.12279603604746876,0.1522690393157052,0.6434531835055802,0.10555785783537985,0.7477959202638705,0.6618172567174627
2024-03-01,2.6131036858326206,0.005736192971707748,0.17275768427474628,-0.024163051582844604,-0.09477570290261152,-6.309736531969074e-4,-26.1173492679675,-8.128774835325919,0.012253656158743971,-0.025854391989875214,-0.002262850933986729,-0.0016571475311355553,0.0778954282539474,6.924046900302834e-5,6.0320702924485605,0.3511285307131277,0.36924581565998926,0.471903528980913,0.37474298823366947,0.1179435809300546,0.13885582637356028,0.6106301500937786,0.0971605407472435,0.7089278820015348,0.6096987508656944
2024-04-01,2.518074598639408,0.020242496044497654,0.1279083593607536,-0.033025202805246894,-0.09290800783868548,-5.456355910319644e-4,-15.893443461023935,-12.337103859958466,0.01723671230609603,-0.0072398062024625065,0.0014512575244847573,-0.002277283350644706,0.0512362833394549,3.660159552090345e-5,6.428487989050322,0.32737273524106,0.3780051580321434,0.3144839825905644,0.26601167765866895,0.16705417067790865,-0.06809666369714834,0.6001200190144862,0.04847230493189547,0.7156830773124452,0.6187568536689605
2024-05-01,2.241173231877608,0.003706194384479071,0.10667725356697272,-0.024475008250350268,-0.05277451557727563,-1.2430647741502342e-4,-22.872694764823358,-11.210593316564482,0.01591571292577444,-0.006229548758652723,0.005681936713176252,-0.0013101752338102242,0.03481922393412313,1.7971461652350365e-5,5.126178044304284,0.7337690025629858,0.35537506188476164,0.2575817842491978,0.28678900399508866,0.1339841030540227,0.018820797887043272,0.5547572101031341,-0.029207219745890856,0.7698138791010385,0.6913413378854834
2024-06-01,2.225229909420936,0.030383697197037433,0.10545507928196052,-0.02039687500478929,-0.07541752514935299,1.537545133671579e-4,-26.355374749248448,-3.4878838110351293,0.016091529503519705,-0.0015968472614576467,0.0048405900738034,-0.0017583342104954827,0.02321412827400014,7.629047020672654e-6,4.964554137577006,0.2957548371003458,0.3954388337620899,0.40007239264673106,0.2535908841779779,0.10868222809088067,0.03622642799621659,0.4709553403597393,0.14648150846875313,0.8030437228380155,0.7358995374418844
2024-07-01,2.5424089351326447,0.10934130818930618,0.1169354249748983,-0.018091206766136802,-0.17444761573246684,3.7686376647632275e-4,-29.641218356461483,4.940117286372759,0.017312579258278032,0.014260328098534763,3.4189049865704043e-4,-0.0022874610716894935,-0.004503923021802762,1.185781548121412e-5,5.2630622536271705,-0.34714735255698054,0.3690083634542154,0.378750051376036,0.20237253133383426,0.09987442162415615,0.0026236880855219635,0.4021213745821466,0.17637752004220175,0.8444457037898176,0.7914158300818009
2024-08-01,1.830231662448231,0.10629952225760571,0.10122190792107023,-0.00925568979358265,-0.05111771600267986,4.919080920467544e-4,-34.1685905319664,10.418761480940752,0.01473030174639403,0.007001940437156425,-0.004626177181559032,-0.0014074944553780684,0.005122301579156873,1.4523506133999556e-5,4.674114804506974,-0.3868504676097828,0.391445210196832,0.43267884703997755,0.2068056355844563,0.0699663747861739,0.0668728860121085,0.3467383851568041,0.22587321145552125,0.8831051558664235,0.843254640820886
2024-09-01,1.7054183725754968,0.13263125585101163,0.10301641632088802,-0.0059623784024458,-0.04851935815892736,5.627087889946042e-4,-35.686983000873894,13.234816444814449,0.014280422425685788,0.008793526456929126,-0.006634868198859999,-0.0010962040464476705,-0.0014510037840476996,2.1750611481650145e-5,4.4332146118612075,-0.4711667019540677,0.3718509653252563,0.4097224429803309,0.1988183528599945,0.06630782010095569,0.06620271265808311,0.3314339930619059,0.2109040901203364,0.8906454128368065,0.8533654399402633
2024-10-01,2.011450466171911,0.14228386156883965,0.12965809927836228,-0.004155061558872051,-0.11054631402080019,5.526847068101623e-4,-39.41825878082677,15.091382364837424,0.014299944068743322,0.012526544523659668,-0.00561943518440629,-7.891292761970454e-4,-0.009134451487120948,3.224582070773078e-5,3.9182028501678805,-0.4908225603808154,0.3371124202932704,0.3888952147996529,0.13011914603019403,0.07431595910932179,-0.018512772188449544,0.2787510642488376,0.25877606876945886,0.8903998107382967,0.8530361098536251
2024-11-01,2.0365501299920408,0.14353601907856223,0.1355043211230654,-0.004148687485083527,-0.11912179983367539,5.207918897688333e-4,-39.399367061349835,15.054570182306305,0.01479468979180828,0.013906345810777225,-0.006265064843385873,-7.490177638522544e-4,-0.00930213514592273,3.418906876787872e-5,3.875181442785597,-0.49862992470703826,0.3397968809918232,0.3652772213830215,0.1338309449906343,0.07421046745355922,-0.014589989916484136,0.28225187989775274,0.23144627639238718,0.893063130851118,0.8566073800049082
2024-12-01,2.019823997311038,0.14570858785106866,0.1354463020209383,-0.0038682771703237636,-0.12043131257644196,5.326579551768391e-4,-39.36225361718454,15.057379620404229,0.015061614418934496,0.013729747047188537,-0.005702577269716652,-7.00225261975338e-4,-0.010033479182926335,3.289651067609665e-5,3.8018037009247814,-0.4843629933266082,0.3258770828908862,0.316180457765695,0.12493757145662965,0.06852098148619576,-0.01210439151576187,0.26197953442902117,0.19124288630906533,0.8963282736229518,0.8609856396307762
2025-01-01,2.1159630340844577,0.1426057635155169,0.1323227517182019,-0.004376425383304796,-0.12144814658976422,5.192650287339462e-4,-41.28983079321219,15.184558931245173,0.015340280001840768,0.012767839327725126,-0.004490602239215022,-6.884967727318098e-4,-0.011132104739792984,3.4609789100227e-5,3.8368393191541554,-0.4818848952810182,0.33022252725299306,0.3114111162762229,0.11395650230552778,0.06594875257544587,-0.017941002845363957,0.24585400745641953,0.19745461397069514,0.8994820249157444,0.8652145334097481
2025-02-01,2.7280145893084784,0.10834777397626219,0.11706956708855654,-0.00873285813401759,-0.11842073109898074,3.329660875333743e-4,-51.79413023045599,12.692000311156754,0.015766847402436238,0.00817711078885928,1.9193530886487339e-4,-8.270246900249292e-4,-0.01145816972140378,3.8175325736031037e-5,4.238806249213248,-0.3839206606150987,0.3261862426582198,0.29772556110283466,0.07396067840681386,0.056280694396391065,-0.03860071038596827,0.186522067199596,0.2237648826960208,0.905431089509484,0.873191688205899
2025-03-01,3.2256011557242257,0.06729286505590482,0.14982947763618673,-0.011768693469021076,-0.16883848435130483,1.4162096821018086e-4,-55.20689595658192,12.450271543390416,0.01647342298510811,-0.0014843432138295011,-0.005228594324947156,-0.0017572999880946071,-0.02117727515920519,-1.5496937981216924e-5,-1.164496398144014,-1.653873489631803,0.32610446005653954,0.3740670053558675,0.04166993561292687,0.05755273377117253,-0.0734355319294182,0.15677540315527194,0.33239706974294064,0.9094481253135752,0.8785781680341123
2025-04-01,3.442109887794445,0.06720515469504977,0.16433776104243755,-0.011884913050638315,-0.20109849602847543,4.502953748816747e-5,-56.46044664709183,8.625107091630511,0.015689785496764995,-7.515035319745658e-4,-0.006612434063589933,-0.0017206408807191697,-0.02399560632372069,-3.8362412405099304e-5,-3.7754755998764526,-0.9602184407741556,0.3349148160163607,0.35731456254058597,0.04296523431655519,0.07975880518088443,-0.11655237604521368,0.20248284467832406,0.3143493282240308,0.9070348077500755,0.8753421285739649
2025-05-01,3.683183275900458,0.022856618744174752,0.17609299067240244,-0.012391201943373682,-0.20350455713166868,-5.107353549520521e-5,-60.47852503817358,5.82973312716732,0.015088177408036989,-0.006839994335988771,-0.00106327127279205,-0.001510284505241908,-0.02370684416855708,-2.410028556481899e-5,-3.4881745363201,-1.5884294429679449,0.2915348974097233,0.364886766225552,0.037963705781028256,0.059000396923463753,-0.08003708806589925,0.15596449962795578,0.32692306044452374,0.9128370383199431,0.883122392292651
2025-06-01,3.766859234789181,0.009192189457183874,0.19613844464199087,-0.010639248190686654,-0.234585412027187,4.337456769342924e-5,-61.04248044164799,4.7333842538666175,0.014575109872811938,-0.005415364210038857,-0.00453842976951537,-0.0014240779256033756,-0.01750994803676683,-3.217534307771104e-5,-5.943622319276559,1.680030530422933,0.27415577466450636,0.3625332677988199,0.06282254519164354,0.05351634734234763,-0.044210149493051715,0.1698552398763388,0.29971072260717635,0.9203114891465054,0.8931449513555414
2025-07-01,3.899579559265254,-0.002725823836396195,0.19689084806362311,-0.013433661606398492,-0.23458767282712184,-1.0834717497164455e-4,-60.98422831565971,3.090178274235455,0.01522176896644693,-0.005085612634765412,-0.0039536683512642334,-0.001419846579908805,-0.015523720902544839,-2.4850790899192916e-5,-6.082787680189575,2.0861000092711235,0.26016784654036307,0.3342736279847032,0.039827666999249445,0.06741744668695623,-0.09500722637466302,0.1746625603731619,0.2944459609854538,0.9171289502974193,0.8888774560806304
2025-08-01,3.605466603810635,0.012833029337835688,0.1797684842860979,-0.012999619086839203,-0.21163489407843009,-1.266715672587171e-4,-55.30353520553997,-13.936919835491219,0.014474965621541325,-0.0036207758590995945,-0.010401991496630732,-0.0012396571747540848,-0.010667972713078358,-2.5654855415713404e-5,-6.073373381565398,0.474956265520767,0.25383690951404597,0.31653344406105866,0.06746732540033529,0.05596989474471622,-0.04447246408909715,0.17940711488976774,0.24906611866072337,0.9242694658132421,0.8984522382495747
2025-09-01,3.575790361022759,0.012394072024511983,0.17150961628867603,-0.012464123573981106,-0.1749074198872306,-1.510404513424497e-4,-58.98608610974973,-13.349716963955021,0.013501812651425237,-0.00399411393554437,-0.013200883213886865,-0.0013914169173617611,-0.003433171618978722,-3.2041285054040106e-5,-7.491395764482809,0.9970315693235842,0.27037744616292436,0.3052245137511127,0.10572641259942328,0.05798575023268017,-0.010245087865937058,0.22169791306478362,0.19949810115168942,0.9314140261012527,0.908032444090316
