country,DATE,TIME PERIOD,holdings,total_assets,nexus
Greece,2017-06-30,2017Jun,12385.0,333140.96,0.037176455275868804
Greece,2017-07-31,2017Jul,12200.0,326516.56,0.037364107964386245
Greece,2017-08-31,2017Aug,12282.0,319675.44,0.03842021770580811
Greece,2017-09-30,2017Sep,11766.0,315685.0,0.03727133059853968
Greece,2017-10-31,2017Oct,12326.0,313808.0,0.03927879467699995
Greece,2017-11-30,2017Nov,12276.0,312462.0,0.03928797741805404
Greece,2017-12-31,2017Dec,12057.0,301436.0,0.039998540320333335
Greece,2018-01-31,2018Jan,12619.0,298248.0,0.04231042622247257
Greece,2018-02-28,2018Feb,12228.0,299246.0,0.04086270158999619
Greece,2018-03-31,2018Mar,11233.0,295268.0,0.0380434046357885
Greece,2018-04-30,2018Apr,11571.0,293934.0,0.03936598011798567
Greece,2018-05-31,2018May,10927.0,296022.0,0.03691279702184297
Greece,2018-06-30,2018Jun,11045.0,291847.0,0.03784517229918416
Greece,2018-07-31,2018Jul,11425.0,292563.0,0.0390514179851861
Greece,2018-08-31,2018Aug,11176.0,294499.0,0.03794919507366748
Greece,2018-09-30,2018Sep,11257.0,291164.0,0.03866205987003888
Greece,2018-10-31,2018Oct,11818.0,291629.0,0.04052409053969255
Greece,2018-11-30,2018Nov,11681.0,290828.0,0.040164633391557895
Greece,2018-12-31,2018Dec,11692.0,292595.0,0.039959671217895044
Greece,2019-01-31,2019Jan,11772.0,289447.0,0.04067065818612734
Greece,2019-02-28,2019Feb,15100.0,287335.0,0.05255189935093184
Greece,2019-03-31,2019Mar,15143.0,286721.0,0.05281440843189023
Greece,2019-04-30,2019Apr,15659.0,286788.0,0.05460130828347072
Greece,2019-05-31,2019May,16009.0,288629.0,0.055465666998118696
Greece,2019-06-30,2019Jun,16292.0,299866.0,0.05433093448406955
Greece,2019-07-31,2019Jul,16819.0,298988.0,0.05625309376964962
Greece,2019-08-31,2019Aug,17141.0,299891.0,0.05715743386763857
Greece,2019-09-30,2019Sep,17698.0,316456.0,0.05592562631139874
Greece,2019-10-31,2019Oct,18421.0,317247.0,0.05806516688889099
Greece,2019-11-30,2019Nov,17895.0,318928.0,0.05610984297396278
Greece,2019-12-31,2019Dec,17482.0,309587.0,0.056468779373810916
Greece,2020-01-31,2020Jan,18344.0,313120.0,0.05858456821665815
Greece,2020-02-29,2020Feb,18905.0,314578.0,0.0600963830909981
Greece,2020-03-31,2020Mar,20129.0,308960.0,0.06515082858622476
Greece,2020-04-30,2020Apr,19979.0,315230.0,0.06337912000761349
Greece,2020-05-31,2020May,21704.0,319943.0,0.06783708348049497
Greece,2020-06-30,2020Jun,23801.0,326374.0,0.0729255394118404
Greece,2020-07-31,2020Jul,23423.0,334426.0,0.07003941081136036
Greece,2020-08-31,2020Aug,22892.0,332789.0,0.06878833134508652
Greece,2020-09-30,2020Sep,23641.0,335059.0,0.07055772266973877
Greece,2020-10-31,2020Oct,24388.0,337247.0,0.0723149501700534
Greece,2020-11-30,2020Nov,25109.0,340649.0,0.07370930195010113
Greece,2020-12-31,2020Dec,25286.0,336129.0,0.07522707055921983
Greece,2021-01-31,2021Jan,27267.0,334525.0,0.08150960316867199
Greece,2021-02-28,2021Feb,25959.0,330997.0,0.07842669268905761
Greece,2021-03-31,2021Mar,28048.0,334381.0,0.08388036401589803
Greece,2021-04-30,2021Apr,28363.0,317782.0,0.08925300992504295
Greece,2021-05-31,2021May,29405.0,321722.0,0.09139878528667607
Greece,2021-06-30,2021Jun,29770.0,335404.0,0.08875863138185591
Greece,2021-07-31,2021Jul,30024.0,329870.0,0.09101767362900537
Greece,2021-08-31,2021Aug,30408.0,332656.0,0.0914097446010293
Greece,2021-09-30,2021Sep,30075.0,329734.0,0.0912098843310062
Greece,2021-10-31,2021Oct,28838.0,326532.0,0.08831599965700146
Greece,2021-11-30,2021Nov,29112.0,331330.0,0.08786406301874264
Greece,2021-12-31,2021Dec,27965.0,328370.0,0.08516307823491792
Greece,2022-01-31,2022Jan,26426.0,325730.0,0.08112854204402419
Greece,2022-02-28,2022Feb,25349.0,324563.0,0.07810194014721333
Greece,2022-03-31,2022Mar,25577.0,322891.0,0.07921248966369455
Greece,2022-04-30,2022Apr,25005.0,326372.0,0.07661502824997242
Greece,2022-05-31,2022May,25586.0,327763.0,0.07806250247892532
Greece,2022-06-30,2022Jun,25876.0,332130.0,0.07790925240116822
Greece,2022-07-31,2022Jul,27484.0,332089.78,0.08276075222790656
Greece,2022-08-31,2022Aug,26119.0,335561.0,0.07783681655496318
Greece,2022-09-30,2022Sep,25479.0,339537.0,0.07504042269325581
Greece,2022-10-31,2022Oct,25695.0,338294.0,0.07595464300283186
Greece,2022-11-30,2022Nov,27066.0,336088.0,0.08053247958867915
Greece,2022-12-31,2022Dec,26474.0,327530.0,0.0808292370164565
Greece,2023-01-31,2023Jan,27781.0,321495.0,0.08641191931445279
Greece,2023-02-28,2023Feb,27773.0,320299.0,0.0867096057121627
Greece,2023-03-31,2023Mar,28316.0,317966.0,0.08905354660561192
Greece,2023-04-30,2023Apr,28864.0,320450.0,0.09007333437353722
Greece,2023-05-31,2023May,29235.0,321152.0,0.09103166102032682
Greece,2023-06-30,2023Jun,29724.0,314755.0,0.09443535448205748
Greece,2023-07-31,2023Jul,29454.0,313635.0,0.09391171265962026
Greece,2023-08-31,2023Aug,28998.0,315017.0,0.09205217496198617
Greece,2023-09-30,2023Sep,29255.0,317041.0,0.09227513160758388
Greece,2023-10-31,2023Oct,29654.0,315767.0,0.09391101666735283
Greece,2023-11-30,2023Nov,30442.0,314791.0,0.09670543312864727
Greece,2023-12-31,2023Dec,31850.0,317093.0,0.10044371840437978
Greece,2024-01-31,2024Jan,31420.0,315359.0,0.09963248234551733
Greece,2024-02-29,2024Feb,32381.0,314027.0,0.10311533721622664
Greece,2024-03-31,2024Mar,31961.0,313118.0,0.10207333976328413
Greece,2024-04-30,2024Apr,31649.0,315334.0,0.10036659541946
Greece,2024-05-31,2024May,32121.0,315312.0,0.10187052823869691
Greece,2024-06-30,2024Jun,31909.0,314572.0,0.10143623717304782
Greece,2024-07-31,2024Jul,32230.0,315176.0,0.102260324390182
Greece,2024-08-31,2024Aug,32007.0,316958.0,0.10098183355523445
Greece,2024-09-30,2024Sep,32327.0,319367.0,0.10122210497640645
Greece,2024-10-31,2024Oct,32613.0,317419.0,0.10274432217353088
Greece,2024-11-30,2024Nov,33676.0,323263.0,0.10417523811880729
Greece,2024-12-31,2024Dec,33534.0,321289.0,0.1043733212154789
Greece,2025-01-31,2025Jan,34052.0,318092.0,0.10705079033738667
Greece,2025-02-28,2025Feb,34041.0,320781.0,0.10611912800321714
Greece,2025-03-31,2025Mar,33624.0,321281.0,0.10465604875482833
Greece,2025-04-30,2025Apr,33679.0,319298.0,0.10547826795031601
Greece,2025-05-31,2025May,33957.0,323157.0,0.10507895543033262
Greece,2025-06-30,2025Jun,33850.0,327991.0,0.10320405133067675
Greece,2025-07-31,2025Jul,33970.0,327565.0,0.10370460824569169
Greece,2025-08-31,2025Aug,33646.0,329892.0,0.10199095461544991
Greece,2025-09-30,2025Sep,33969.0,331596.0,0.10244092208591177
Greece,2025-10-31,2025Oct,33822.0,329827.0,0.10254466735591689
Greece,2025-11-30,2025Nov,33874.0,334282.0,0.1013336045614182
Greece,2025-12-31,2025Dec,33433.0,342969.0,0.09748111345340249
Greece,2026-01-31,2026Jan,33514.0,338796.0,0.09892088454409143
Greece,2026-02-28,2026Feb,33279.0,345157.0,0.09641699284673351
Greece,2026-03-31,2026Mar,33479.0,346785.0,0.09654108453364477
Greece,2026-04-30,2026Apr,33471.0,345023.0,0.09701092390942054
Ireland,1997-09-30,1997Sep,4825.0,159843.51,0.030185773573165403
Ireland,1997-10-31,1997Oct,4916.43,164065.4,0.02996628173886755
Ireland,1997-11-30,1997Nov,5158.95,169724.62,0.030396002654181815
Ireland,1997-12-31,1997Dec,5198.31,184807.84,0.028128189799740102
Ireland,1998-01-31,1998Jan,5327.82,191354.6,0.027842654422731407
Ireland,1998-02-28,1998Feb,4973.56,194986.06,0.025507259339462525
Ireland,1998-03-31,1998Mar,5348.14,200919.55,0.02661831563926955
Ireland,1998-04-30,1998Apr,5090.38,199351.42,0.0255347064997079
Ireland,1998-05-31,1998May,4957.06,203799.34,0.024323238730802565
Ireland,1998-06-30,1998Jun,5029.43,210986.03,0.023837739399144107
Ireland,1998-07-31,1998Jul,4912.62,214871.44,0.02286306639914546
Ireland,1998-08-31,1998Aug,5597.01,223619.92,0.025029120840397403
Ireland,1998-09-30,1998Sep,5530.98,226799.36,0.024387105854266962
Ireland,1998-10-31,1998Oct,6226.8,232127.17,0.026824951167930922
Ireland,1998-11-30,1998Nov,5717.63,237716.55,0.024052300944128628
Ireland,1998-12-31,1998Dec,5765.88,234637.45,0.0245735708430176
Ireland,1999-01-31,1999Jan,6155.0,241952.0,0.025438930035709562
Ireland,1999-02-28,1999Feb,6720.0,244284.0,0.02750896497519281
Ireland,1999-03-31,1999Mar,6698.0,252809.0,0.026494309933586226
Ireland,1999-04-30,1999Apr,6099.0,259999.0,0.023457782529932806
Ireland,1999-05-31,1999May,6217.0,267011.0,0.023283684941818875
Ireland,1999-06-30,1999Jun,6086.0,268486.0,0.02266784860290667
Ireland,1999-07-31,1999Jul,5675.0,270947.0,0.02094505567509513
Ireland,1999-08-31,1999Aug,5461.0,281072.0,0.01942918540445153
Ireland,1999-09-30,1999Sep,5444.0,286117.0,0.01902718118811535
Ireland,1999-10-31,1999Oct,5803.0,294140.0,0.019728700618752974
Ireland,1999-11-30,1999Nov,6114.0,301458.0,0.02028143223931692
Ireland,1999-12-31,1999Dec,6135.0,302753.0,0.020264043626322448
Ireland,2000-01-31,2000Jan,6443.0,311092.0,0.02071091509907037
Ireland,2000-02-29,2000Feb,6476.0,316208.0,0.020480190254516015
Ireland,2000-03-31,2000Mar,6187.0,326506.0,0.018949115789602643
Ireland,2000-04-30,2000Apr,5187.0,384077.0,0.013505104445202394
Ireland,2000-05-31,2000May,5243.0,381740.0,0.0137344789647404
Ireland,2000-06-30,2000Jun,5139.0,390631.0,0.013155637929401404
Ireland,2000-07-31,2000Jul,5305.0,392769.0,0.013506666768507697
Ireland,2000-08-31,2000Aug,5312.0,415370.0,0.012788598117341166
Ireland,2000-09-30,2000Sep,5410.0,419720.0,0.012889545411226533
Ireland,2000-10-31,2000Oct,4724.0,425957.0,0.011090321323513876
Ireland,2000-11-30,2000Nov,4823.0,435416.0,0.011076763371120952
Ireland,2000-12-31,2000Dec,5134.0,418019.0,0.012281738389881799
Ireland,2001-01-31,2001Jan,5093.0,434561.0,0.011719873619583902
Ireland,2001-02-28,2001Feb,5066.0,442319.0,0.01145327241199225
Ireland,2001-03-31,2001Mar,5440.0,463778.0,0.011729750009702918
Ireland,2001-04-30,2001Apr,5303.0,467061.0,0.01135397731773794
Ireland,2001-05-31,2001May,5271.0,481773.0,0.010940837282288547
Ireland,2001-06-30,2001Jun,5155.0,487889.0,0.010565927905732657
Ireland,2001-07-31,2001Jul,5120.0,488640.0,0.010478061558611657
Ireland,2001-08-31,2001Aug,5210.0,483339.0,0.01077918396818796
Ireland,2001-09-30,2001Sep,5282.0,498588.0,0.010593917222235594
Ireland,2001-10-31,2001Oct,4544.0,514768.0,0.008827277530848849
Ireland,2001-11-30,2001Nov,4785.0,530090.0,0.009026769039219755
Ireland,2001-12-31,2001Dec,4870.0,531899.0,0.009155873577502496
Ireland,2002-01-31,2002Jan,4227.0,549399.0,0.007693861838117652
Ireland,2002-02-28,2002Feb,4346.0,559301.0,0.007770413426759473
Ireland,2002-03-31,2002Mar,4461.0,561020.0,0.007951588178674557
Ireland,2002-04-30,2002Apr,4578.0,563812.0,0.008119727852546594
Ireland,2002-05-31,2002May,4563.0,559344.0,0.008157770531193684
Ireland,2002-06-30,2002Jun,4797.0,554001.0,0.00865882913568748
Ireland,2002-07-31,2002Jul,5028.0,576357.0,0.008723759753069712
Ireland,2002-08-31,2002Aug,4926.0,583725.0,0.008438905306437107
Ireland,2002-09-30,2002Sep,5028.0,599783.0,0.00838303186319052
Ireland,2002-10-31,2002Oct,4350.0,602731.0,0.007217149939193438
Ireland,2002-11-30,2002Nov,4495.0,613469.0,0.007327183606669611
Ireland,2002-12-31,2002Dec,4436.0,615932.0,0.007202093737620386
Ireland,2003-01-31,2003Jan,4512.0,625682.0,0.0072113309956175825
Ireland,2003-02-28,2003Feb,4496.0,638405.0,0.007042551358463671
Ireland,2003-03-31,2003Mar,4420.0,631867.0,0.006995142965212616
Ireland,2003-04-30,2003Apr,4336.0,635473.0,0.0068232639309616615
Ireland,2003-05-31,2003May,4457.0,640666.0,0.006956823056007342
Ireland,2003-06-30,2003Jun,4498.0,664592.0,0.006768062209596264
Ireland,2003-07-31,2003Jul,4500.0,677346.0,0.006643576547288978
Ireland,2003-08-31,2003Aug,4490.0,687659.0,0.0065293990189905175
Ireland,2003-09-30,2003Sep,4544.0,696876.0,0.006520528759779358
Ireland,2003-10-31,2003Oct,4587.0,707829.0,0.006480378735542059
Ireland,2003-11-30,2003Nov,4751.0,707099.0,0.006719002572482778
Ireland,2003-12-31,2003Dec,4664.0,725296.0,0.006430478039310847
Ireland,2004-01-31,2004Jan,4551.0,741094.0,0.006140921394586922
Ireland,2004-02-29,2004Feb,4383.0,761385.0,0.005756614590515968
Ireland,2004-03-31,2004Mar,4313.0,795367.0,0.0054226539446569945
Ireland,2004-04-30,2004Apr,4206.0,803374.0,0.005235419617762089
Ireland,2004-05-31,2004May,4046.0,815030.0,0.00496423444535784
Ireland,2004-06-30,2004Jun,4141.0,823656.0,0.005027584331322785
Ireland,2004-07-31,2004Jul,4261.0,845672.0,0.005038596524420816
Ireland,2004-08-31,2004Aug,4103.0,852371.0,0.004813631622849674
Ireland,2004-09-30,2004Sep,4205.0,864686.0,0.00486303698683684
Ireland,2004-10-31,2004Oct,4147.0,873972.0,0.00474500327241605
Ireland,2004-11-30,2004Nov,4187.0,877943.0,0.004769102322132531
Ireland,2004-12-31,2004Dec,4038.0,898027.0,0.00449652404660439
Ireland,2005-01-31,2005Jan,4074.0,929565.0,0.00438269513159381
Ireland,2005-02-28,2005Feb,4114.0,932964.0,0.00440960208539665
Ireland,2005-03-31,2005Mar,4142.0,960572.0,0.004312014091603753
Ireland,2005-04-30,2005Apr,4114.0,983320.0,0.004183785542854818
Ireland,2005-05-31,2005May,4001.0,1022980.0,0.003911122407085183
Ireland,2005-06-30,2005Jun,3985.0,1053405.0,0.003782970462452713
Ireland,2005-07-31,2005Jul,3921.0,1056153.0,0.0037125302868050367
Ireland,2005-08-31,2005Aug,3957.0,1071692.0,0.003692292188427272
Ireland,2005-09-30,2005Sep,4107.0,1087385.0,0.0037769511258661835
Ireland,2005-10-31,2005Oct,3760.0,1117395.0,0.0033649694154708047
Ireland,2005-11-30,2005Nov,3712.0,1126200.0,0.003296039779790446
Ireland,2005-12-31,2005Dec,3617.0,1155083.0,0.003131376706262667
Ireland,2006-01-31,2006Jan,3556.0,1152931.0,0.00308431293806828
Ireland,2006-02-28,2006Feb,3485.0,1194027.0,0.002918694468383043
Ireland,2006-03-31,2006Mar,3494.0,1211928.0,0.0028830095517225446
Ireland,2006-04-30,2006Apr,3536.0,1234981.0,0.002863201943997519
Ireland,2006-05-31,2006May,3724.0,1246743.0,0.0029869828825989
Ireland,2006-06-30,2006Jun,3644.0,1279614.0,0.0028477337697149297
Ireland,2006-07-31,2006Jul,3644.0,1294602.0,0.002814764692160216
Ireland,2006-08-31,2006Aug,3514.0,1312770.0,0.0026767826808961202
Ireland,2006-09-30,2006Sep,3484.0,1350451.0,0.0025798788700959903
Ireland,2006-10-31,2006Oct,3391.0,1387541.0,0.0024438917480636606
Ireland,2006-11-30,2006Nov,3143.0,1421936.0,0.002210366711300649
Ireland,2006-12-31,2006Dec,3121.0,1454199.0,0.002146198697702309
Ireland,2007-01-31,2007Jan,3008.0,1475163.0,0.0020390966964328686
Ireland,2007-02-28,2007Feb,2704.0,1475063.0,0.0018331420420687116
Ireland,2007-03-31,2007Mar,2619.0,1512177.0,0.001731940110185514
Ireland,2007-04-30,2007Apr,2379.0,1537214.0,0.001547604952856271
Ireland,2007-05-31,2007May,2171.0,1570544.0,0.001382323577053556
Ireland,2007-06-30,2007Jun,1977.0,1603828.0,0.0012326758230932495
Ireland,2007-07-31,2007Jul,1743.0,1607609.0,0.0010842188616759423
Ireland,2007-08-31,2007Aug,1737.0,1577703.0,0.001100967672622794
Ireland,2007-09-30,2007Sep,1754.0,1589230.0,0.0011036791402125557
Ireland,2007-10-31,2007Oct,736.0,1618974.0,0.00045460890662851907
Ireland,2007-11-30,2007Nov,646.0,1651696.0,0.00039111313462041443
Ireland,2007-12-31,2007Dec,638.0,1663528.0,0.00038352224909950417
Ireland,2008-01-31,2008Jan,556.0,1757982.0,0.00031627172519400085
Ireland,2008-02-29,2008Feb,548.0,1759844.0,0.0003113912369505479
Ireland,2008-03-31,2008Mar,566.0,1749542.0,0.00032351323946495713
Ireland,2008-04-30,2008Apr,643.0,1750732.0,0.00036727494556562624
Ireland,2008-05-31,2008May,618.0,1810904.0,0.00034126601962334836
Ireland,2008-06-30,2008Jun,712.0,1786740.0,0.00039849110670830675
Ireland,2008-07-31,2008Jul,662.0,1757519.0,0.00037666733617104566
Ireland,2008-08-31,2008Aug,555.0,1817875.0,0.0003053015196314378
Ireland,2008-09-30,2008Sep,525.0,1779291.0,0.000295061347469301
Ireland,2008-10-31,2008Oct,540.0,1780407.0,0.0003033014361323001
Ireland,2008-11-30,2008Nov,2132.0,1806777.0,0.0011800017379012461
Ireland,2008-12-31,2008Dec,2140.0,1731538.0,0.001235895487133404
Ireland,2009-01-31,2009Jan,4094.0,1755016.0,0.0023327422655975787
Ireland,2009-02-28,2009Feb,5433.0,1749961.0,0.0031046406177051944
Ireland,2009-03-31,2009Mar,6181.0,1712792.0,0.0036087277381024667
Ireland,2009-04-30,2009Apr,6139.0,1726068.0,0.003556638556534273
Ireland,2009-05-31,2009May,6216.0,1721275.0,0.003611276524669213
Ireland,2009-06-30,2009Jun,7571.0,1712770.0,0.00442032497066156
Ireland,2009-07-31,2009Jul,7927.0,1710850.0,0.004633369377794664
Ireland,2009-08-31,2009Aug,7936.0,1695962.0,0.004679350126948599
Ireland,2009-09-30,2009Sep,8164.0,1649900.0,0.004948178677495606
Ireland,2009-10-31,2009Oct,8163.0,1643060.0,0.004968169147809575
Ireland,2009-11-30,2009Nov,8298.0,1623900.0,0.005109920561610937
Ireland,2009-12-31,2009Dec,8219.0,1634010.0,0.005029956977007485
Ireland,2010-01-31,2010Jan,8325.0,1655441.0,0.005028871460837324
Ireland,2010-02-28,2010Feb,8168.0,1631279.0,0.005007114049773215
Ireland,2010-03-31,2010Mar,7903.0,1640449.0,0.004817583478669559
Ireland,2010-04-30,2010Apr,7965.0,1636514.0,0.004867052771928624
Ireland,2010-05-31,2010May,7844.0,1686399.0,0.004651331031386997
Ireland,2010-06-30,2010Jun,8277.0,1689958.0,0.004897754855446111
Ireland,2010-07-31,2010Jul,8576.0,1656518.0,0.005177124546790315
Ireland,2010-08-31,2010Aug,9454.0,1702785.0,0.00555208085577451
Ireland,2010-09-30,2010Sep,10804.0,1658808.0,0.006513110619191612
Ireland,2010-10-31,2010Oct,11079.0,1599166.0,0.006927986212813429
Ireland,2010-11-30,2010Nov,11318.0,1607704.0,0.007039853107288406
Ireland,2010-12-31,2010Dec,11808.0,1527022.0,0.007732698022687296
Ireland,2011-01-31,2011Jan,12074.0,1481435.0,0.008150205712704237
Ireland,2011-02-28,2011Feb,11031.0,1474805.0,0.00747963290062076
Ireland,2011-03-31,2011Mar,10996.0,1432549.0,0.007675828191566222
Ireland,2011-04-30,2011Apr,10191.0,1402544.0,0.0072660822049076534
Ireland,2011-05-31,2011May,10195.0,1401667.0,0.007273482217959044
Ireland,2011-06-30,2011Jun,10299.0,1374678.0,0.007491936293444719
Ireland,2011-07-31,2011Jul,10462.0,1376770.0,0.007598945357612383
Ireland,2011-08-31,2011Aug,12074.0,1382917.0,0.008730820432462686
Ireland,2011-09-30,2011Sep,12922.0,1413475.0,0.00914200817135075
Ireland,2011-10-31,2011Oct,13108.0,1398794.0,0.009370929529294521
Ireland,2011-11-30,2011Nov,12279.0,1411024.0,0.008702190749413191
Ireland,2011-12-31,2011Dec,13029.0,1313506.0,0.009919254270631424
Ireland,2012-01-31,2012Jan,14346.0,1299386.0,0.011040599175302796
Ireland,2012-02-29,2012Feb,14706.0,1260936.0,0.011662764803288985
Ireland,2012-03-31,2012Mar,14643.0,1250195.0,0.011712572838637173
Ireland,2012-04-30,2012Apr,17591.0,1245211.0,0.014126923067656807
Ireland,2012-05-31,2012May,17121.0,1271172.0,0.013468673004125327
Ireland,2012-06-30,2012Jun,17543.0,1262768.0,0.013892496483914702
Ireland,2012-07-31,2012Jul,17810.0,1238645.0,0.01437861534176459
Ireland,2012-08-31,2012Aug,18613.0,1230472.0,0.01512671560181784
Ireland,2012-09-30,2012Sep,18851.0,1224113.0,0.015399722084480762
Ireland,2012-10-31,2012Oct,19154.0,1221735.0,0.01567770424846632
Ireland,2012-11-30,2012Nov,19620.0,1206110.0,0.01626717297758911
Ireland,2012-12-31,2012Dec,19589.0,1170002.0,0.016742706422724064
Ireland,2013-01-31,2013Jan,20788.0,1150539.0,0.01806805332109559
Ireland,2013-02-28,2013Feb,17330.0,1106263.0,0.015665352633144197
Ireland,2013-03-31,2013Mar,18156.0,1099279.0,0.016516280216396385
Ireland,2013-04-30,2013Apr,18600.0,1094277.0,0.01699752439281827
Ireland,2013-05-31,2013May,18995.0,1093804.0,0.017365999758640487
Ireland,2013-06-30,2013Jun,19395.0,1066868.0,0.018179381141809482
Ireland,2013-07-31,2013Jul,19433.0,1047853.0,0.018545540261849704
Ireland,2013-08-31,2013Aug,19321.0,1046443.0,0.018463499684168178
Ireland,2013-09-30,2013Sep,19689.0,1049114.0,0.018767264568006908
Ireland,2013-10-31,2013Oct,20116.0,1029087.0,0.019547424075904176
Ireland,2013-11-30,2013Nov,20163.0,1033471.0,0.0195099814121538
Ireland,2013-12-31,2013Dec,19924.0,1016950.0,0.019591917006735828
Ireland,2014-01-31,2014Jan,19402.0,1063609.0,0.018241665875335766
Ireland,2014-02-28,2014Feb,19567.0,1075034.0,0.018201284796573874
Ireland,2014-03-31,2014Mar,19202.0,1060374.0,0.018108705041806006
Ireland,2014-04-30,2014Apr,19365.0,1063283.0,0.018212460840622863
Ireland,2014-05-31,2014May,20187.0,1074664.0,0.018784475891999733
Ireland,2014-06-30,2014Jun,20098.0,1083809.0,0.018543857819966432
Ireland,2014-07-31,2014Jul,19969.0,1078624.0,0.018513402260658025
Ireland,2014-08-31,2014Aug,20346.0,1083111.0,0.018784778291421656
Ireland,2014-09-30,2014Sep,20467.0,1093439.0,0.018718008046173587
Ireland,2014-10-31,2014Oct,20232.0,1101598.0,0.018366046416206275
Ireland,2014-11-30,2014Nov,20143.0,1076986.0,0.018703121489044426
Ireland,2014-12-31,2014Dec,20247.0,1079591.0,0.01875432455439143
Ireland,2015-01-31,2015Jan,21041.0,1108957.0,0.018973684281716963
Ireland,2015-02-28,2015Feb,19723.0,1104327.0,0.01785974625269508
Ireland,2015-03-31,2015Mar,19784.0,1127774.0,0.01754252181731446
Ireland,2015-04-30,2015Apr,19602.0,1090966.0,0.017967562692146225
Ireland,2015-05-31,2015May,19159.0,1088550.0,0.017600477699692252
Ireland,2015-06-30,2015Jun,18400.0,1058393.0,0.017384846649590464
Ireland,2015-07-31,2015Jul,18617.0,1058490.0,0.01758826252491757
Ireland,2015-08-31,2015Aug,18367.0,1034236.0,0.017759002780796646
Ireland,2015-09-30,2015Sep,18843.0,1053728.0,0.017882223875611163
Ireland,2015-10-31,2015Oct,18944.0,1080864.0,0.017526719365248543
Ireland,2015-11-30,2015Nov,18909.0,1116391.0,0.01693761415131437
Ireland,2015-12-31,2015Dec,18914.0,1086843.0,0.01740269753773084
Ireland,2016-01-31,2016Jan,18830.0,1061818.0,0.017733735913310945
Ireland,2016-02-29,2016Feb,18341.0,1068899.0,0.017158777396180557
Ireland,2016-03-31,2016Mar,18275.0,1043001.0,0.017521555588153798
Ireland,2016-04-30,2016Apr,17268.0,1039597.0,0.016610282638368522
Ireland,2016-05-31,2016May,17324.0,1066761.0,0.016239813791467817
Ireland,2016-06-30,2016Jun,17387.0,1065215.0,0.016322526438324658
Ireland,2016-07-31,2016Jul,17132.0,1048400.0,0.01634109118657001
Ireland,2016-08-31,2016Aug,17121.0,1049664.0,0.016310933784525333
Ireland,2016-09-30,2016Sep,17248.0,1047808.0,0.01646103102858539
Ireland,2016-10-31,2016Oct,17200.0,1038859.0,0.016556626067637668
Ireland,2016-11-30,2016Nov,17743.0,1055613.0,0.01680824317245051
Ireland,2016-12-31,2016Dec,17721.0,1075504.0,0.016476926166708816
Ireland,2017-01-31,2017Jan,17740.0,1066323.0,0.016636610107819114
Ireland,2017-02-28,2017Feb,17993.0,1069503.0,0.016823702224304186
Ireland,2017-03-31,2017Mar,18167.0,1072711.0,0.01693559588742914
Ireland,2017-04-30,2017Apr,18554.0,1085093.0,0.017098995201332973
Ireland,2017-05-31,2017May,18259.0,1069576.0,0.017071250663814447
Ireland,2017-06-30,2017Jun,18360.0,1052282.0,0.0174477944125244
Ireland,2017-07-31,2017Jul,18276.0,1046642.0,0.017461558011239754
Ireland,2017-08-31,2017Aug,18312.0,1039024.0,0.017624231971542524
Ireland,2017-09-30,2017Sep,18388.0,1051564.0,0.017486334640592488
Ireland,2017-10-31,2017Oct,16671.0,1059960.0,0.015727951998188612
Ireland,2017-11-30,2017Nov,16562.0,1050212.0,0.01577014926510076
Ireland,2017-12-31,2017Dec,16459.0,1052659.0,0.015635642691507887
Ireland,2018-01-31,2018Jan,16820.0,1041730.0,0.016146218309926755
Ireland,2018-02-28,2018Feb,16748.0,1035619.0,0.01617197057991404
Ireland,2018-03-31,2018Mar,16632.0,1048398.0,0.015864204243045105
Ireland,2018-04-30,2018Apr,16714.0,1038214.0,0.01609880043998636
Ireland,2018-05-31,2018May,17431.0,1063748.0,0.016386399786415578
Ireland,2018-06-30,2018Jun,17350.0,1058786.0,0.01638669192830279
Ireland,2018-07-31,2018Jul,17407.0,1055436.0,0.016492710121693784
Ireland,2018-08-31,2018Aug,17749.0,1049997.0,0.016903857820546153
Ireland,2018-09-30,2018Sep,17532.0,1046099.0,0.01675940804837783
Ireland,2018-10-31,2018Oct,16381.0,1042474.0,0.015713581345913663
Ireland,2018-11-30,2018Nov,16642.0,1042856.0,0.01595809968010924
Ireland,2018-12-31,2018Dec,16824.0,1101935.0,0.01526768820302468
Ireland,2019-01-31,2019Jan,17699.0,1112433.0,0.01591017166876567
Ireland,2019-02-28,2019Feb,18002.0,1096502.0,0.01641766271288151
Ireland,2019-03-31,2019Mar,18276.0,1135025.0,0.016101847976916807
Ireland,2019-04-30,2019Apr,18229.0,1132675.0,0.016093760346083386
Ireland,2019-05-31,2019May,18390.0,1137894.0,0.01616143507215962
Ireland,2019-06-30,2019Jun,17000.0,1146573.0,0.014826792537413667
Ireland,2019-07-31,2019Jul,17193.0,1194503.0,0.014393433921890526
Ireland,2019-08-31,2019Aug,17289.0,1237458.0,0.01397138327118981
Ireland,2019-09-30,2019Sep,17412.0,1239483.0,0.014047792507037209
Ireland,2019-10-31,2019Oct,15662.0,1250211.0,0.012527485360471153
Ireland,2019-11-30,2019Nov,15551.0,1259364.0,0.012348296441695968
Ireland,2019-12-31,2019Dec,15283.0,1252041.0,0.012206469276964572
Ireland,2020-01-31,2020Jan,15592.0,1268174.0,0.012294842821253236
